,Unnamed: 0,date,time,name,username,state,tweet
2424,2424,2022-05-06,01:36:18,Catherine Walker,mrswalkertoyall,Dallas,@Open_Appraisal @MimsRandolph @LibertyAnders Not even close. 😖 Y’all want excuse wild.. kids gotta wedlock! The west outta order! Say want doesn’t mean logic it. What think abortion is? This mess sad! No commitment needed.
2425,2425,2022-05-06,01:27:23,David Smith,davidsmithbigd,Dallas,"Pro abortion rhetoric recent years morphed ""well, rapists get shorter sentences doctor performs abortion new laws."" Yet name one jurisdiction rape laws strengthened?!? I'll wait. The Left give damn women."
2426,2426,2022-05-06,01:23:46,Tanya BLM,tanya_terrell1,Dallas,@umfpt @michellmybell1 @TheCOAPodcast @HaircutSpock @Thedukeistheman @Jcatsgot9 @impeachqueen @Samson37123571 @naughtmai @MucusMucous @IngridIngwah @Megavolt1 @HeathenWombat @malo_j @odktiger @tk_the_kitsune @PatricktheB @ms_bubble @jools6691 @reactiveIntent @BRijswijk @wpcguy @geraldpayne25 @PeterFi98279139 @Denbar64 @humeanskeptic76 @p3driver @LeannEAF @Bitcoinbabbi @DeanoMartino1 @C_82l @AntiCommy4ever @TheWestonMike @tklforgiven @bumpus_lumpus @NelsonMKerr @patriot_1776US @elizabe34873526 @imkimaaron @TheChosenOneALM @JaTapps @bubblegumpopit @DanielJNickolas @SpiritKing11 @Ah_Science @ScientiaPercept @Taoist_Skeptic @ThirlDad @GOP well whole lot people always disagree “only important life” important mother’s… hence almost every society abortion restrictions type medical standards pregnancy related matters.. human life full stop..
2427,2427,2022-05-06,01:21:01,TX班पंडित智པཎྜིཏ達Pundit #BLM,thetxpundit,Dallas,"@JesstheMesstake uh huh, i’d like know opinion tho would ok death penalty anyone abortion? seems like simple one"
2428,2428,2022-05-06,01:15:36,RUTH ELLA OWENS,ruthellaowens,Dallas,"Americans live truth. That fact causes immense suffering. Abortion, racism, mental illness, addiction, rape culture, poverty, homelessness never gets explored. It gets attacked. That's inexcusable."
2429,2429,2022-05-06,01:15:02,Baptist Ministries,bministries,Dallas,Biden Administration Repeal Trump Rule Protecting Christian Doctors Opposed Abortion https://t.co/iRsM6wn4cM
2430,2430,2022-05-06,01:11:42,Notoriously Vaxxed,altcrayoneater,Dallas,"@mhdksafa Banning abortion replace dead kids quickly, amirite?! &lt;\sarcasm"
2431,2431,2022-05-06,01:05:06,DG,thedgold,Dallas,@OccupyDemocrats Salesforce offered relocate Texas employees restrictive abortion laws gov Abbott put place months ago.
2432,2432,2022-05-06,01:03:33,TX班पंडित智པཎྜིཏ達Pundit #BLM,thetxpundit,Dallas,@JesstheMesstake wow thanks cases abortion ok?
2433,2433,2022-05-06,01:01:48,Dr. Bandage Face Butterworth,tajbutterworth,Dallas,"I mean, come on, guys... We know abortions carried convenience woman. Let's stop pretending abort millions babies save life mom shit."
2434,2434,2022-05-06,01:01:22,TX班पंडित智པཎྜིཏ達Pundit #BLM,thetxpundit,Dallas,"@JesstheMesstake murder, huh women abortions get death penalty"
2435,2435,2022-05-06,01:00:04,Heather Hobbs,hobbsprolife,Dallas,"If believe #abortion wrong, educate! What makes sense may make someone else. Assuming everyone information given part problem. #antiabortion #prolife #abolitionist, titles. Truth key."
2436,2436,2022-05-06,00:59:25,Dr. Bandage Face Butterworth,tajbutterworth,Dallas,@emrazz I literally watched video barstool sports lady literally said abortion made life convenient.
2437,2437,2022-05-06,00:54:41,Dr. Bandage Face Butterworth,tajbutterworth,Dallas,These people openly admit abortions convenience. We always told women abortions inconvenient child time. At least ghoulish lady honest it.
2438,2438,2022-05-06,00:47:17,Michael S. Morgan,michaelsmorgan6,Dallas,"@1foreverseeking @ce06799 @MSNBC Your Gen Zers likely middle-to-upper class households caring parents. Prohibiting abortion inflicts lot pain women poor, abused addicted. Or afraid husbands / boyfriends who've threatened kill become pregnant."
2439,2439,2022-05-06,00:39:46,Stephanie Turner,stephtu0123,Dallas,Question: Is name baby born someone abortion? Rainbow baby comes mind miscarriage.
2440,2440,2022-05-06,00:37:53,🇺🇲✝️Ram_USA✝️🇺🇲,ramkou,Dallas,"So, transgender woman right say: ""My body, choice?"" If yes, transgender woman says: ""Abortion baby murder!"" Would liberals still recognize person woman? Serious opinions sides welcome!"
2441,2441,2022-05-06,00:32:32,Brandon Friedman,bfriedmandc,Dallas,"Jesus, already happened last month abortion LEGAL https://t.co/I7rsXDIhqu"
2442,2442,2022-05-06,00:31:18,Ben,bvoorhis,Dallas,"@ShaneJohnson91 @scrowder So legal definition changes say abortion murder going ok it? Who cares laws are, morality doesn’t always equal legislation. Segregation legal."
2443,2443,2022-05-06,00:29:15,HealthTechForum DFW,htfdfw,Dallas,"""Abortion Pills Stand Become Next Battleground Post-Roe America"" Pam Belluck Sheryl Gay Stolberg https://t.co/SdQhMIXLoC https://t.co/YsXVOPot85"
2444,2444,2022-05-06,00:22:19,Scott Graham (D-TX) 🇺🇦🌻,glimmertwintx,Dallas,"@greggnunziata A woman’s right personal control body subject people think feel decides. An abortion personal private, “power” fellow citizens, whether majority minority, irrelevant. Women #RightToPrivacy."
2445,2445,2022-05-06,00:20:23,Mind Of Mike,mikepagano87,Dallas,"@globear123 It 100% possible believe community, church, offering help women birth AND believe abortion wrong illegal. And contrary popular belief, thousands organizations offer assistance, need"
2446,2446,2022-05-06,00:19:34,Mind Of Mike,mikepagano87,Dallas,"@globear123 @wjschell1972 @CawthornforNC And LARGE majority abortions done case stating. They convenience abortions. We make laws majority, marginal. The marginal saddest empathetic stories ever, emotions dictate truth. sorry, life life"
2447,2447,2022-05-06,00:17:25,Michael Glen Smith,mgsmithschedule,Dallas,"@BecketAdams I know fashionable, let offer I think best argument NOT overturning Roe: It practical terms prevent abortion privacy violations necessary enforce abortion bans BIG turn-off voters."
2448,2448,2022-05-06,00:16:48,Notoriously Vaxxed,altcrayoneater,Dallas,Get rid apps NOW. Your phone could reveal you’ve abortion https://t.co/c3noCgfrbb
2449,2449,2022-05-06,00:14:05,Frank Schaefer,kelledin,Dallas,"@over23under18 @FactsAreBiased @OrenthalJames17 @ArtysHouse @Maxamegalon2000 @AngryFleas @michaeltmcc @Karlton111 @BSHerrle @JohnFloridaMan @JimlikesBB @H2Ofountains @ATimRonan @ArcherBM @LadyBB85125431 @Trek_The_Globe @JonRFleming @lostintheburbs @tip_ct @LeeGrand18 @kalymera1960 @Vincent03409491 @MiguelR630 @nygpapi2000 @breckgirl4ever @JustinM11151153 @okumamac73 @Robb242 @NOCwYt @vonninnyhammer @paulguynj @4danielgibson @OnCableTv @actually_thor @AlmaBona @PootDibou @NickDone8 @teamphil @MarkChesney @commonpatriot @ForrestFernMist @StirredCrazy @PamelaEdwards @Joe__312 @Mic5check @battle_bullshit @GeorgeWTrumpWon @FighterTh @EarthOne_13 @sgary07 Dems excuses...for getting infrastructure done? For best GDP growth, best stock market, lowest unemployment years? PS still know who's leaking SCOTUS. Some people (including conservatives) suspect anti-abortion conservative.🙄"
2450,2450,2022-05-06,00:07:46,Mama Lu 🌻 Слава Україні! 🇺🇦,mamalew9,Dallas,@WFKARS 5/7…but works. To throw create chaotic 50 State hodgepodge laws epic failure court. Overturning right abortion makes fetus legally superior status woman becomes nothing incubator…
2451,2451,2022-05-06,00:05:53,Mama Lu 🌻 Слава Україні! 🇺🇦,mamalew9,Dallas,"@WFKARS 1/7 Christian zealots unleashed nightmare America. Thousands women die illegal abortions leaving thousands children w/o mother, abortion law passed first place. But perhaps goal. They don’t see women equals."
2452,2452,2022-05-06,00:03:41,Robin,redrobinanarchy,Dallas,@corncommunist It doesn’t even matter really. The right abortion already states remain. This whole thing theatrical thing get people vote blue midterms
2453,2453,2022-05-06,00:03:05,veronica,sandsss_,Dallas,Saw guy give unsolicited 2 cents abortion Facebook whole argument abortion Texas legal rape incest medical condition. Please read topics try give 2 cents them. Thanks
2454,2454,2022-05-06,00:00:21,liberalicious,liberalicious,Dallas,"🤨 Except ""Sharia Law"" give single fuck abortion 4 months. Stop calling ""Sharia Law."" It's Christofascism."
2455,2455,2022-05-05,23:53:38,Big Sac Prescott,chewonthis1122,Dallas,@Pamela1313 @brewingalf @__Keats__ Not saying right guy never see child want pay child support mother child luxury either keep adoption abortion wont option soon
2456,2456,2022-05-05,23:52:33,Omay,omay28864100,Dallas,@NoLeftTurns The strange thing stats show abortions performed women vote Democrat. They aborting millions voters.
2457,2457,2022-05-05,23:52:10,bananahama,bananahamarama,Dallas,"@tends_to_chaos @wokal_distance My experience well. A notoriously pro-life church I familiar made explicitly clear don’t oppose laws legalizing abortion case rape, incest, risk life mother."
2458,2458,2022-05-05,23:50:40,Lady Jess of Texas,jeirodriguez3,Dallas,"Oh, I thought Whoopi said he’s Roman Catholic doesn’t support abortion 🙄🙄🙄"
2459,2459,2022-05-05,23:47:16,Richard Rider,marxistnova,Dallas,@DrDistracto0 @jeremy_lelle @Boomer83453470 @UPP_Polls Here’s proof abortion black eugenics program doesn’t exist modern America: yet provide source proves so.
2460,2460,2022-05-05,23:46:01,lol,biggayidiot_,Dallas,"@GummiPies Because rich people always able obtain abortions, want able control reproduce. Children largely keep poor people poor add labour force want."
2461,2461,2022-05-05,23:40:35,Drift0r,drift0r,Dallas,@youhavecovid19 ...without acces abortion she'd many incest children turning 18 perhaps would killed boyfriend. 2. My deeply Republican father always supports candidates want eliminate gov't welfare programs. The reason HATES black ppl..
2462,2462,2022-05-05,23:38:11,Dr. Bandage Face Butterworth,tajbutterworth,Dallas,"I tell 100% author feels abortion, someone Pulitzer covered SCOTUS 3 decades, write topic without hysteria attacks? ""I disagree w stance, shit writing cut paste law clerks!"""
2463,2463,2022-05-05,23:38:11,Dr. Bandage Face Butterworth,tajbutterworth,Dallas,"You could argue Ginsburg thought ruled incorrectly, thus opinion stating would constitute ""airy dismissal."" Alito pens 67 page FIRST DRAFT, ""airy dismissal"" written w ""mostly warmed stock phrases anti-abortion playbook."""
2464,2464,2022-05-05,23:37:52,Tim Simpson,timdsimpson,Dallas,@BetoORourke Abortion reproductive issue. If need Abortion already reproduced. Stop pandering. You look like idiot know get pregnant reproduced
2465,2465,2022-05-05,23:36:01,Dallas Morning News,dallasnews,Dallas,"Goldman, JPMorgan consider covering abortion travel workers https://t.co/WIDPMk2WiQ"
2466,2466,2022-05-05,23:34:57,Drift0r,drift0r,Dallas,"@youhavecovid19 Briefly, I find act abortion ""good"". On personal level, I find abhorrent. However, world messy place sometimes necessary evil like rape, incest, non-viable pregnancies, trap babies. I'll give two examples life..."
2467,2467,2022-05-05,23:34:42,Tarah Price,tarahtalk,Dallas,"@LDPVU1989 @WhitlockJason @ShemekaMichelle The approximate 6-week time frame concrete answer allows rape incest-related abortion, opposed all-out ban. In Tx bill, emergency abortion health mother specified exception."
2468,2468,2022-05-05,23:33:42,House_O_War,troopsncontact,Dallas,@laurenboebert Want stop abortions? Place human fetuses endanger species list. You’re welcome 😎 https://t.co/WUU2k532t4
2469,2469,2022-05-05,23:32:16,Richard Rider,marxistnova,Dallas,"@DrDistracto0 @jeremy_lelle @Boomer83453470 @dwatts26726 @UPP_Polls They claim church movement teaches black kids specifically abortion ok, claim targeted, however quote use group gives reference race rather young people deal unplanned pregnancy."
2470,2470,2022-05-05,23:31:21,Gil Glasgow,gilglasgow,Dallas,@SenBillCassidy Good…don’t abortion then…
2471,2471,2022-05-05,23:27:42,Cheryl,cheryl80837050,Dallas,"@MrsPA_C ""Women used die molar pregnancies"" direct quote retired OB-GYN. The late 80's-4 months along-it hit hard technically abortion (D&amp;C). So difficult mentally, milk came within 48 hours afterward-no baby period, cells. Hard understand."
2472,2472,2022-05-05,23:20:28,Shawn Christopher Branch,gntlman,Dallas,Mother refused abortion daughter top student graduating class. Miracle Olawale Olatunde 'unwanted pregnancy' 'now sought world!' - LifeSite https://t.co/XoPbhGvGis
2473,2473,2022-05-05,23:09:34,aDallasgirl,a_dallasgirl,Dallas,"If abortion important medical reasons let’s make case medical, rape? Nothing else. No birth control reasons? #RoeVWade"
2474,2474,2022-05-05,23:04:35,Christopher Roe,christo24881262,Dallas,"Susan Collins throws cold water Democrats’ bill protect right abortion, Catholic hospitals - Raw Story - Celebrating 18 Years Independent Journalism https://t.co/K6HOGrIk3V"
2475,2475,2022-05-05,23:04:15,Jeremy,defund_fedgov22,Dallas,@GonzaloLira1968 Didn’t California amend bill allowing self induced abortions full term ? And wants talk “extremism “? Playa please!
2476,2476,2022-05-05,23:00:48,Divya ♀️🥊🥋,divyainfy,Dallas,@benshapiro You talk abortions get uterus bleed pants couple months birth child. Until mind business
2477,2477,2022-05-05,22:53:34,RLMayberry,princeofpecanst,Dallas,"People enough resources always able obtain best safest medical health care including abortions unfortunately lessor resources look means necessary (cheap, unhealthy, unsafe.)"
2478,2478,2022-05-05,22:51:24,John McConnell,johnmcc44,Dallas,@JudgeClayJ @TexasGOP Interesting…you’re abortion you’ve already born. How still womb?
2479,2479,2022-05-05,22:51:10,Jason Billings,singledallasguy,Dallas,"@thehill Doesn’t matter law trumps constitution. If scotus says Roe v Wade unconstitutional since nothing constitution covers abortion, would compelled strike law differs decision well. It’s federally protected."
2480,2480,2022-05-05,22:43:50,Cathy Murphree,ccmpln,Dallas,"@LesserFrederick Yes, I also think sentence abortion includes word “women” say “women CHILDREN.” Every. Single. Time. CHILDREN Texas must carry pregnancies term."
2481,2481,2022-05-05,22:42:05,Dr Theresa Patton (she/her) 🏳️‍🌈🏳️‍⚧️ally,girldocpatton,Dallas,"We see you. And come next week, senators, vote record whether believe federally protected reproductive rights worth codifying. Remember mahority country believes are. Seems like supporting abortion becoming politically important."
2482,2482,2022-05-05,22:39:01,Cathy Murphree,ccmpln,Dallas,"@greggnunziata I’ll honest, Gregg. I’m state govt. passed laws (voting, abortion, guns) w/ majority TXns disagree, gerrymandered districts, pass—over over. And SC less 30% nat’l agreement. So, yeah, pretty frustrated."
2483,2483,2022-05-05,22:35:43,the hype,hypemanusa,Dallas,"@ConceptualJames It’s Democrat problem. If they’re going overlook everything vote D abortion they’re problem, conservatives. Imagine still voting D shitstorm we’re going them."
2484,2484,2022-05-05,22:33:51,boar daddy🐗,evilhag_art,Dallas,"@1stPl4ceJay @gatek33p_ @ElleBakugou @XTMO_0000 When women get option safe abortion taken away resort desperate attempts, there’s also instances fetus develops wrong part inside kill you. Women don’t always CHOOSE get pregnant. You know nothing preach pretty hard"
2485,2485,2022-05-05,22:32:40,Stephanie Bri 🏳️‍⚧️ Pagan Socialist Witch,stephaniebri22,Dallas,"birth control, abortion rights contraceptives evil right. But support human rights initiatives extent, help refugees, support minorities extent, preach humanitarian relief, build hospitals, etc., DO good"
2486,2486,2022-05-05,22:32:22,Tanya BLM,tanya_terrell1,Dallas,"@JaTapps @michellmybell1 @Samson37123571 @HaircutSpock @Jcatsgot9 @tk_the_kitsune @TheCOAPodcast @impeachqueen @naughtmai @MucusMucous @IngridIngwah @Megavolt1 @umfpt @HeathenWombat @malo_j @odktiger @PatricktheB @ms_bubble @jools6691 @reactiveIntent @BRijswijk @wpcguy @geraldpayne25 @PeterFi98279139 @Denbar64 @humeanskeptic76 @p3driver @LeannEAF @Bitcoinbabbi @DeanoMartino1 @C_82l @AntiCommy4ever @TheWestonMike @tklforgiven @bumpus_lumpus @NelsonMKerr @patriot_1776US @elizabe34873526 @imkimaaron @TheChosenOneALM @bubblegumpopit @DanielJNickolas @SpiritKing11 @Ah_Science @ScientiaPercept @Taoist_Skeptic @ThirlDad @GOP issue.. extemes loud.. want right terminate pregnancy ever, even birth control.. want abortion demand limits.. can’t adults get control?"
2487,2487,2022-05-05,22:32:20,aDallasgirl,a_dallasgirl,Dallas,@JoycePaulson11 @jilevin A birth mother 2 beautiful girls I chose give life to. Together. Majority abortions medical damned well know this.
2488,2488,2022-05-05,22:30:16,Sarah Halsey,shalsey123,Dallas,"No, abortion miscarriage thing. Part reason people feel like grieve miscarriage disrespectful comments like this. There sometimes shame attached miscarriage deaths."
2489,2489,2022-05-05,22:28:39,annieoliver,annieolivercruz,Dallas,@johnlegend Here thought. It Republicans want stop abortions dont make healthcare planned parenting affordable all. Let's make birth control accessible better. Not women use condoms allergic latex. Birth control risk stroke
2490,2490,2022-05-05,22:27:16,mickey🖖🪐☄,mickeya55,Dallas,"@_john92_ @bweesdad @HAC3 @JoyceWhiteVance bro. point one shoud give part someone else, regardless 'else's' situation. often use type O neg blood example. mine. legally let kid die giving any. whats difference abortion?"
2491,2491,2022-05-05,22:22:38,Five Times August,fivetimesaugust,Dallas,Narrator: “Later day discovered people women get abortions. Because men.”
2492,2492,2022-05-05,22:20:44,boar daddy🐗,evilhag_art,Dallas,"@1stPl4ceJay @gatek33p_ @ElleBakugou @XTMO_0000 There’s lot don’t know okay, really think women want get abortions? No. Sometimes life cruel protection doesn’t work etc. Too many scenarios name, forcing someone carry pregnancy inhumane"
2493,2493,2022-05-05,22:20:44,Mrs. Ba’Lolo Jefferies,christsmisfit,Dallas,"""I would think men, men be, many, I understand we're country many men complain child support, also want limit number abortions. You see affect pockets?…"
2494,2494,2022-05-05,22:18:43,KitsuneKaze,kitsunekami4,Dallas,"@iKC2 @jbench72 @repdinatitus I question 🤔 If abortion moral thing do, question hard answer? If right push back, left start making laws abort babies they're born. https://t.co/oZkW97Ilja"
2495,2495,2022-05-05,22:18:34,Kay Muldoon Ⓥ,kaylm701,Dallas,@DianeKoskela @InsomniasBitch @Fleurette15236 @Route_60plus What’s wrong pro-choice? That’s exactly is. No one intentionally gets pregnant abortion. 🤦‍♀️
2496,2496,2022-05-05,22:15:37,Some Dude in Dallas,dudeindallas73,Dallas,@Lucyblululu @MarianMorticia2 @KatMcKinley She said rape victims shouldn’t allowed get abortions. I’m asking imagine victims
2497,2497,2022-05-05,22:15:11,GABRIEL AIVAZOV,aivazovgabriel,Dallas,"@Amy_Siskind Are planning babies. If not, abortion important you."
2498,2498,2022-05-05,22:14:18,mickey🖖🪐☄,mickeya55,Dallas,"@lovetobenaked7 @drangiedakas @DianaMiller5 @VikingJonesy bro, dialation curettage. used many procedures invovoing uterus, abortion."
2499,2499,2022-05-05,22:13:41,Ⓟrentice ⚫,rad_one1,Dallas,Anybody else getting text messages Pelosi using abortion rights tragedy ask cash? https://t.co/VFUshkBBYS
2500,2500,2022-05-05,22:10:36,you are loved 🇺🇦 🏳️‍⚧️ 🇺🇸,chriswilmoth,Dallas,The power require access abortion includes power ban access abortion. That’s necessarily argument exercising power.
2501,2501,2022-05-05,22:10:22,Steve Fireball,faraballer,Dallas,"@FoxNews Well according pro-choice advocates hate men opinions abortion “they can’t get pregnant”, doesn’t make sense. Pick lane liberals."
2502,2502,2022-05-05,22:08:12,K✨,ms_kaymarie23,Dallas,"@Joewiijoe29 mother… &amp; now, Roe v Wade overturned, Gov Abbot snuck trigger law would make abortion felony murder charge Texas regardless circumstance! 6 week window, exceptions rape, ectopic pregnancies etc. it’s fucking sickening!"
2503,2503,2022-05-05,22:06:59,Randy Mayeux,randy1116,Dallas,"I teach Speech Community College level. I sad reality report. My students know practically nothing abortion ruling leaked. But, fully date Amber Heard-Johnny Depp trial. Their lack knowledge is…appalling…revealing…"
2504,2504,2022-05-05,22:05:31,JaredBurl,unlost_tribe,Dallas,Do college girls make largest number abortion patients?
2505,2505,2022-05-05,22:03:35,Richard Rider,marxistnova,Dallas,"@DrDistracto0 @jeremy_lelle @Boomer83453470 @dwatts26726 @UPP_Polls You burden proof you’re claiming something. Your source, conservative think tank, quoted stats link, therefore cannot know data accurate. They source anything claim black women talked abortion"
2506,2506,2022-05-05,22:01:34,Richard Rider,marxistnova,Dallas,@DrDistracto0 @jeremy_lelle @Boomer83453470 @dwatts26726 @UPP_Polls A wordy version “abortion black eugenics”
2507,2507,2022-05-05,21:57:56,K✨,ms_kaymarie23,Dallas,&amp; clear - doesn’t need type dramatic reasoning abortion. It’s sad see many woman reliving traumas help prove point
2508,2508,2022-05-05,21:57:45,mickey🖖🪐☄,mickeya55,Dallas,"@RevRevRick @Out5p0ken too. always considered independent. last repub voted bush jr. know ill never vote R again. abortion saved life(and save lil dude life suffering), daughter deserves choices."
2509,2509,2022-05-05,21:57:09,R.L Page (Notable Exception),rlpage_insp,Dallas,@MMovish @MythinformedMKE Roe restricted woman’s choice abort “child” (Biden Whoopi Goldberg word choice) 1st trimester And The decision Court Ban abortion. It gives state Legislatures right craft laws This wanted
2510,2510,2022-05-05,21:55:28,Andrew,andrewluvsjenny,Dallas,Every argument abortion falls short murder goes God’s perfect law. No creature contend Creator. Whatever God decrees right.
2511,2511,2022-05-05,21:53:32,kosher🐉in TX,devbak01,Dallas,"Sometimes I wish twitter like Discord, separated topic. So I want to, I could see convos Good Jewish Stuff, Bad Jewish Stuff, Cats, Leytzanus, Good Queer Stuff, Bad Queer Stuff, Goats, Abortion News, sorted."
2512,2512,2022-05-05,21:46:53,A Texan's Point Of View,texanpov,Dallas,@AlanJSanders I think it'll galvanize independents republicans show polls record numbers. Leftists seems completely unhinged moment Pro-Life folks see abortion murder. Especially show churches interrupting services. The Dems done IMHO.
2513,2513,2022-05-05,21:46:39,Becca,rebecca_walk,Dallas,"“Obviously intensely emotional” ??? What’s obvious? That keep repeating use open every abortion segment? What’s obvious journalists going rely old, unchallenged abortion stigma report abortion perpetuate badly framed debate."
2514,2514,2022-05-05,21:43:54,K✨,ms_kaymarie23,Dallas,I really hate Roe v Wade shit show state level abortion laws causing many women relive trauma stories involving rape medically necessary abortions. All heartbreaking.
2515,2515,2022-05-05,21:43:13,Becca,rebecca_walk,Dallas,"NO it’s “obvious” abortion “intensely emotional” issue. You’re defending side claiming falsehood obvious - idea debate expected, clash part territory, it’s unavoidable debate bc “emotions”. Emotions ass."
2516,2516,2022-05-05,21:39:47,Shawn Christopher Branch,gntlman,Dallas,"A bite-sized guide discussing abortion laws. Worth read, @eviemagazine https://t.co/v5Eq9FYZ6c"
2517,2517,2022-05-05,21:32:45,Michael🌍Dichael🌎Motorcycle,mhop_19,Dallas,"@alex_falcone Dude, anyone told penis yet? This means can't go man-splaining abortion. I expect canceled moment insurrection."
2518,2518,2022-05-05,21:30:57,tconn,tconn,Dallas,"Roe overturned. Abortion legal blue states, illegal red. Low-income minority women suffer most."
2519,2519,2022-05-05,21:29:39,R.L Page (Notable Exception),rlpage_insp,Dallas,@JoJoFromJerz You 2nd paragraph false. The decision ONLY returned states set law abortion within state
2520,2520,2022-05-05,21:27:59,"𝕛𝕚𝕞𝕞𝕪𝕠, Bayraktar fan",jimmyotx,Dallas,"@JohnCornyn @politico Considering that’s women receive abortions, don’t present unserious argument?"
2521,2521,2022-05-05,21:25:47,Mike,oldhondanut,Dallas,"@thewillwitt I live Texas. It's conservative state. If SCOTUS decides abortion state issue, abortions still legal long woman wait heartbeat. Other states zero limitations. Why riots?"
2522,2522,2022-05-05,21:24:54,FAiTH,faaiitherrss,Dallas,"don’t even want see anti safe abortion bitches post mother’s day. don’t care women bodies don’t act like holiday, love."
2523,2523,2022-05-05,21:24:16,lol,biggayidiot_,Dallas,@msolurin They literally said abortion tho so…
2524,2524,2022-05-05,21:24:01,Toni ☃️,toni_snow_,Dallas,They actually fight abortions rights.
2525,2525,2022-05-05,21:22:51,Mr Doctor Lawyer,mrdoctorlawyer,Dallas,@DavidJo07115404 @NCrosshair @kaya_masters Education poverty biggest drivers reducing abortion rates. You disingenuous arguments you’d like. But early term abortion directly related societal issues quality life crime rates.
2526,2526,2022-05-05,21:22:24,Mihrimah| FS | xanax’d &living on prayers 🙏🤲🪬,mihrimah_fs,Dallas,The constitution infallible! It’s man made document! Hence 20+ amendments! The idiot saying “where’s says abortion?” constitution look stupid af….. especially idiotic Supreme Court justices putting stupid opinion😒😒😒 https://t.co/uVRBqxzn3j
2527,2527,2022-05-05,21:19:27,Old Guy with Braces,dicksully,Dallas,@KeytarCatholic Pretty baffling imagine opportunity responsibility making abortion illegal.
2528,2528,2022-05-05,21:19:24,AA Friedman,am_friedman,Dallas,✅Abortion IS healthcare. ✅ Abortion SAVES lives. ✅ Abortion right IS religious right.👇 #RoeVWade #ReligiousFreedom #WomensRights #KeepAbortionSafeAndLegal
2529,2529,2022-05-05,21:18:12,Sam Serna,samserna16,Dallas,"@Perilyxo @mellyroy @faiiryjuliianne @RaeRoca @KayDashay_ Hairy pits communist insignia, notorious gay killers, women oppressors, shit around. You mf confused need sent N Korea China y’all abortions y’all want, govt funded ❤️"
2530,2530,2022-05-05,21:15:35,Goals For All,goalsforall,Dallas,"@AliVelshi Please tell Supreme Court making laws abortion first place. Abortion religious decision whatever particular woman’s religion is, follow Religions rules, mandates, guidelines regarding Abortion. What say you?"
2531,2531,2022-05-05,21:15:01,Dallas Morning News,dallasnews,Dallas,Texas-style abortion bill enacted Oklahoma Roe inches toward demise https://t.co/ZgvGSLKQR5
2532,2532,2022-05-05,21:12:14,Grumpy Indy #IStandWithUkraine,grumpyindy,Dallas,"@RochelleMGarza Sounds great. Do support choice women's healthcare? In words, abortion?"
2533,2533,2022-05-05,21:10:21,Boris Ryvkin,bryvkin,Dallas,"I’d oppose federal action impose abortion policy similarly impose restrictions. This isn’t federal matter, federalization contentious social issues political, policy constitutional disaster."
2534,2534,2022-05-05,21:09:49,jguemes,jguemes,Dallas,Gen Z group seeks flood anti-abortion websites draft opinion overturning Roe https://t.co/wJiwwNHciM via @nbcnews #Trending @jguemes
2535,2535,2022-05-05,21:09:36,Thoma Lile,thomalile,Dallas,@lovetobenaked7 @DianaMiller5 @VikingJonesy The medical term miscarriage spontaneous abortion.
2536,2536,2022-05-05,21:07:23,Space General 🎖🎖🎖🎖🎖,manejobaba,Dallas,"Scamming, abortion corruption fall one"
2537,2537,2022-05-05,21:05:02,Denison Forum: News Discerned Differently,denisonforum,Dallas,The Denison Forum Podcast Episode 20: The Supreme Court overturn Roe v. Wade: Dr. Jim Denison weighs abortion https://t.co/2dpSRTDLsM https://t.co/0tzrggn1AN
2538,2538,2022-05-05,21:04:20,Thoma Lile,thomalile,Dallas,@NanbumHall @GraalfsJoshua @LarkinWarren @DianaMiller5 BS. Because carrying dead fetus four months isn’t changing anything. The fetus developing it’s dead. Nothing’s happening except clotting issues infection. They would perform D&amp;C exactly abortion is.
2539,2539,2022-05-05,21:02:23,Rick murr,rick_murr,Dallas,"@Babs4963 @NBSaphierMD Agree, immorality can’t legislated. But everyone favor abortion already born."
2540,2540,2022-05-05,21:02:11,Pips,jpipkins21,Dallas,"@owenbblades @Caliber103 @michaelzzzs3 @EffectHyper @princesskanaaa @bobbyteriyaki And would base opinion on? You actually believe Planned Parenthood would publish botched abortion stats, you? Man, I wish I ignorant naive again."
2541,2541,2022-05-05,21:01:19,Hootenanny,hoootenanny,Dallas,Are storm troopers gonna chase arrest abortion seeking women like Texans coming back Coloradoan weed store? https://t.co/VRtWm66gGC
2542,2542,2022-05-05,20:58:56,KelleyRose,roserabbit1,Dallas,"@jruddock__ Huh, SCOTUS ruled 35' buffer zone around abortion clinics allows buffered, fenced? Imagine..."
2543,2543,2022-05-05,20:57:39,Angela C. Hebert,mama_abear,Dallas,"@jacuzzi_toaster @UkrainianSkies @ChonkersMcChonk @Loeybug Okay, abortion banned New Testament?"
2544,2544,2022-05-05,20:56:21,Queso Capital,quesocapital,Dallas,"@SpencerJarrett5 @Kathy4Truth Uhhh newsflash, Spence. Abortion option mothers yet CHOICE made bring world. Your stance means nothing except advocating rapists’ rights impregnated victims. I’m sure rapists appreciate support!"
2545,2545,2022-05-05,20:55:21,Jason Paone,jclementpaone,Dallas,"I always imagine MacIntyre wrote After Virtue eves dropping people's debates abortion. It's interesting consider wrote book social media, though. If dark age then, must stone age moral discourse now."
2546,2546,2022-05-05,20:52:02,Liquidity Lighthouse,liquidityl,Dallas,Amazon says cover travel costs U.S. workers need abortions https://t.co/o6NNVoFUci #finance #financial #finanzas #finanza
